,Unnamed: 0,sentence_id,screening,label,text,translation
2339,2339,8863,-3,1,"We've got thousands and thousands of homes owned by government boarded up, being vandalized, that have been taken in mortgage foreclosures.","Wir haben Tausende und Abertausende von Häusern, die der Regierung gehören, die mit Brettern vernagelt sind, die verwüstet werden und die bei Zwangsvollstreckungen von Hypotheken übernommen wurden."
2340,2340,32155,-3,1,Premiums have gotten too high.,Die Prämien sind zu hoch geworden.
2341,2341,1038,-3,1,"At the other extreme, uh - just 1 percent of the richest people in our country derive 25 percent of all the tax benefits.","Das andere Extrem ist, dass nur 1 Prozent der reichsten Menschen in unserem Land 25 Prozent aller Steuervorteile erhalten."
2342,2342,12602,-3,1,It contains twenty-five percent of all the members of the General Assembly.,Sie stellt fünfundzwanzig Prozent aller Mitglieder der Generalversammlung.
2343,2343,32109,-3,1,"Not -- well, we turned over 35,000, so...","Nicht... naja, wir haben 35.000 umgeschlagen, also..."
2344,2344,33992,-3,1,So we have undocumented immigrants in America who are paying more federal income tax than a billionaire.,"Wir haben also Einwanderer ohne Papiere in Amerika, die mehr Einkommenssteuer zahlen als ein Milliardär."
2345,2345,25214,-3,1,"First, the Joint Chiefs of Staff went to the President, said, ""Don't put those troops there.''","Zuerst gingen die Generalstabschefs zum Präsidenten und sagten: ""Stellen Sie diese Truppen nicht dort auf""."
2346,2346,10629,-3,1,Senator Obama has never taken on his leaders of his party on a single issue.,Senator Obama hat sich noch nie in einer einzigen Frage mit den Führern seiner Partei angelegt.
2347,2347,3824,-3,1,"We have seen 30,000 wounded, and most importantly, from a strategic national security perspective, al Qaeda is resurgent, stronger now than at any time since 2001.","Wir haben 30.000 Verwundete zu beklagen, und was aus strategischer Sicht der nationalen Sicherheit am wichtigsten ist: Al-Qaida ist wiedererstarkt, stärker als jemals zuvor seit 2001."
2348,2348,29393,-3,1,"... would not add a penny to the debt, and your plans would add $5 trillion to the debt.","... würde die Verschuldung um keinen Pfennig erhöhen, und Ihre Pläne würden die Verschuldung um 5 Billionen Dollar erhöhen."
2349,2349,3104,-3,1,In 1975 he wanted to cut the budget $15 billion.,Im Jahr 1975 wollte er den Haushalt um 15 Milliarden Dollar kürzen.
2350,2350,29511,-3,1,"But you will learn more about Donald Trump by going down to the federal elections, where I filed a 104-page essentially financial statement of sorts, the forms that they have.","Aber Sie werden mehr über Donald Trump erfahren, wenn Sie zu den Bundeswahlen gehen, wo ich eine 104-seitige, im Wesentlichen finanzielle Erklärung eingereicht habe, die Formulare, die sie haben."
2351,2351,6696,-3,1,"A family of four making $40,000 received about $1,700 in tax relief.",Eine vierköpfige Familie mit einem Einkommen von 40.000 Dollar erhielt eine Steuererleichterung von etwa 1.700 Dollar.
2352,2352,5512,-3,1,I think everybody understands at this point that we are experiencing the worst financial crisis since the Great Depression.,"Ich denke, jeder weiß, dass wir derzeit die schlimmste Finanzkrise seit der Großen Depression erleben."
2353,2353,3097,-3,1,The inflation rate under Kennedy and Johnson was about 2 percent - one-third what it is under this administration.,Unter Kennedy und Johnson betrug die Inflationsrate etwa 2 % - ein Drittel der Inflationsrate unter der jetzigen Regierung.
2354,2354,16641,-3,1,"We now have about four hundred and eighty-five employees, so we've made a rather significant reduction in the number of employees on the White House staff working for the president.","Wir haben jetzt etwa vierhundertfünfundachtzig Mitarbeiter, d.h. wir haben die Zahl der Mitarbeiter im Weißen Haus, die für den Präsidenten arbeiten, ziemlich stark reduziert."
2355,2355,8548,-3,1,We have for example a gross national product of approximately five hundred billion dollars.,Wir haben zum Beispiel ein Bruttosozialprodukt von etwa fünfhundert Milliarden Dollar.
2356,2356,15462,-3,1,We cut the cost - the increased cost of government - in half over the eight years.,Wir haben die Kosten - die gestiegenen Kosten der Regierung - in den acht Jahren halbiert.
2357,2357,33471,-3,1,"And I'll tell you what: We're in very serious trouble, because we have a country with tremendous numbers of nuclear warheads -- 1,800, by the way -- where they expanded and we didn't, 1,800 nuclear warheads.","Und ich sage Ihnen was: Wir sind in sehr ernsten Schwierigkeiten, denn wir haben ein Land mit einer enormen Anzahl von nuklearen Sprengköpfen - 1.800 übrigens - wo sie expandiert haben und wir nicht, 1.800 nukleare Sprengköpfe."
2358,2358,9818,-3,1,"The unemployment, the number of people who are still looking for work, is still 23 million Americans.","Die Arbeitslosigkeit, d. h. die Zahl der Menschen, die noch auf der Suche nach Arbeit sind, beträgt immer noch 23 Millionen Amerikaner."
2359,2359,17581,-3,1,And I think that most of our people -- this is why we had a 25-percent tax cut across the board which maintained the same progressivity of our tax structure in the brackets on up.,"Und ich denke, dass die meisten unserer Bürgerinnen und Bürger - aus diesem Grund haben wir eine Steuersenkung von 25 % für alle vorgenommen, die die gleiche Progressivität unserer Steuerstruktur in den höheren Stufen beibehält."
2360,2360,32322,-3,1,"People are coming into our country like we have no idea who they are, where they are from, what their feelings about our country is, and she wants 550 percent more.","Es kommen Menschen in unser Land, von denen wir keine Ahnung haben, wer sie sind, woher sie kommen, was sie von unserem Land halten, und sie will 550 Prozent mehr."
2361,2361,9704,-3,1,"He was right, but then he put in place deficits twice that size for every one of his four years.","Er hatte Recht, aber dann hat er in jedem seiner vier Jahre ein doppelt so hohes Defizit verursacht."
2362,2362,9170,-3,1,"And what I want to do, is build on the five million jobs that we've created over the last 30 months in the private sector alone.","Und ich möchte auf den fünf Millionen Arbeitsplätzen aufbauen, die wir in den letzten 30 Monaten allein im privaten Sektor geschaffen haben."
2363,2363,19157,-3,1,"We had a BTU tax we turned into a $35 million gas tax, a $265 billion tax increase.","Wir hatten eine BTU-Steuer, die wir in eine 35-Millionen-Dollar-Gassteuer umgewandelt haben, eine Steuererhöhung von 265 Milliarden Dollar."
2364,2364,15305,-3,1,"Although Governor Reagan has changed his position lately, on four different occasions, he has advocated making Social Security a voluntary system, which would, in effect, very quickly bankrupt it.","Obwohl Gouverneur Reagan seinen Standpunkt in letzter Zeit geändert hat, hat er bei vier verschiedenen Gelegenheiten dafür plädiert, die Sozialversicherung zu einem freiwilligen System zu machen, was sie in der Tat sehr schnell in den Bankrott treiben würde."
2365,2365,18039,-3,1,"I'm proud that important military figures who are supporting me in this race: former Chairman of the Joint Chiefs of Staff John Shalikashvili; just yesterday, General Eisenhower's son, General John Eisenhower, endorsed me; General Admiral William Crown; General Tony McBeak, who ran the Air Force war so effectively for his father -- all believe I would make a stronger commander in chief.","Ich bin stolz darauf, dass mich wichtige militärische Persönlichkeiten in diesem Rennen unterstützen: der ehemalige Vorsitzende der Joint Chiefs of Staff, John Shalikashvili; erst gestern hat mich der Sohn von General Eisenhower, General John Eisenhower, unterstützt; General Admiral William Crown; General Tony McBeak, der den Krieg in der Luftwaffe so effektiv für seinen Vater geführt hat - sie alle glauben, dass ich ein besserer Oberbefehlshaber wäre."
2366,2366,29990,-3,1,"And we recently have learned that, you know, that this is one of their preferred methods of trying to wreak havoc and collect information.","Und wir haben kürzlich erfahren, dass dies eine ihrer bevorzugten Methoden ist, um Schaden anzurichten und Informationen zu sammeln."
2367,2367,32499,-3,1,But she is raising everybody's taxes massively.,Aber sie erhöht die Steuern für alle massiv.
2368,2368,7841,-3,1,We passed a bill again this year in the cong- in the Senate and it died in the Rules Committee of the House of Representatives.,"Auch in diesem Jahr haben wir im Senat ein Gesetz verabschiedet, das im Geschäftsordnungsausschuss des Repräsentantenhauses gescheitert ist."
2369,2369,33831,-3,1,"Because what I saw what they did, which is a criminal act, by the way, where they're telling people to go out and start fist-fights and start violence.","Denn ich habe gesehen, was sie getan haben, was übrigens ein krimineller Akt ist, dass sie die Leute auffordern, rauszugehen und Faustkämpfe und Gewalt anzufangen."
2370,2370,17692,-3,1,"We are now $120 billion of imports, 3 million jobs lost, and farmers are having their worst year.","Wir haben jetzt Importe im Wert von 120 Milliarden Dollar, 3 Millionen Arbeitsplätze sind verloren gegangen, und die Landwirte haben ihr schlechtestes Jahr hinter sich."
2371,2371,8002,-3,1,"Unless there was a severe recession - and after all the worst unbalanced budget in history was in 1958, twelve billion dollars - larger than in any Administration in the history of the United States.","Es sei denn, es gäbe eine schwere Rezession - und der schlimmste unausgeglichene Haushalt in der Geschichte war 1958, zwölf Milliarden Dollar - größer als in jeder Regierung in der Geschichte der Vereinigten Staaten."
2372,2372,28718,-3,1,"And recently the Federal Trade Commission pointed out that some of these entertainment companies have warned parents that the material is inappropriate for children, and then they've turned around behind the backs of the parents and advertised that same adult material directly to children.","Und vor kurzem hat die Federal Trade Commission darauf hingewiesen, dass einige dieser Unterhaltungsunternehmen die Eltern gewarnt haben, dass das Material für Kinder ungeeignet ist, und dann hinter dem Rücken der Eltern dieselben nicht jugendfreien Inhalte direkt an Kinder weitergegeben haben."
2373,2373,31862,-3,1,"Last year, we had almost $800 billion trade deficit.",Letztes Jahr hatten wir ein Handelsdefizit von fast 800 Milliarden Dollar.
2374,2374,16836,-3,1,They put in $30 thousand of their own money and got a hundred and twenty thousand dollars in tax savings.,Sie investierten 30.000 Dollar aus ihrem eigenen Geld und erhielten eine Steuerersparnis von 120.000 Dollar.
2375,2375,18699,-3,1,I've been fighting for proliferation the entire time -- anti-proliferation the entire time I've been in the Congress.,"Ich habe die ganze Zeit für die Proliferation gekämpft - gegen die Proliferation, die ganze Zeit, in der ich im Kongress war."
2376,2376,28251,-3,1,"Governor Bush is for vouchers, and in his plan he proposes to drain more money, more taxpayer money out of the public schools for private school vouchers than all of the money that he proposes in his entire budget for public schools themselves.","Gouverneur Bush ist für Gutscheine, und in seinem Plan schlägt er vor, mehr Geld, mehr Steuergelder aus den öffentlichen Schulen für Privatschulgutscheine abzuziehen als all die Gelder, die er in seinem gesamten Haushalt für die öffentlichen Schulen selbst vorschlägt."
2377,2377,17108,-3,1,"But, as I said, we have the rate of increase in government spending down to 6 percent.","Aber, wie gesagt, wir haben die Steigerungsrate der Staatsausgaben auf 6 Prozent gesenkt."
2378,2378,29303,-3,1,"The biggest one, a multinational one known as CAFTA, I voted against.","Bei der größten, der multinationalen Vereinbarung CAFTA, habe ich dagegen gestimmt."
2379,2379,3154,-3,1,Mr. Ford hasn't moved on this.,Herr Ford hat sich in dieser Sache nicht bewegt.
2380,2380,3328,-3,1,And I might add that uh - my administration - and I'm very proud of it - is the first administration that has taken an antitrust action against companies in this country that have allegedly cooperated with the Arab boycott.,"Und ich möchte hinzufügen, dass meine Regierung - und ich bin sehr stolz darauf - die erste Regierung ist, die kartellrechtliche Maßnahmen gegen Unternehmen in diesem Land ergriffen hat, die angeblich mit dem arabischen Boykott kooperiert haben."
2381,2381,18800,-3,1,We've got Guards and Reserves who are doing double duties.,"Wir haben Wachen und Reservisten, die doppelte Aufgaben erfüllen."
2382,2382,12607,-3,1,"We relied in the Middle East on the Baghdad Pact, and yet when the Iraqi Government was changed, the Baghdad Pact broke down.","Wir haben uns im Nahen Osten auf den Bagdad-Pakt verlassen, doch als die irakische Regierung ausgetauscht wurde, brach der Bagdad-Pakt zusammen."
2383,2383,94,-3,1,"And as the governor of Massachusetts knows, there was no evidence that governor - that Mr. Noriega was involved in drugs, no hard evidence until we indicted him.","Und wie der Gouverneur von Massachusetts weiß, gab es keine Beweise dafür, dass Gouverneur - dass Herr Noriega in Drogengeschäfte verwickelt war, keine stichhaltigen Beweise, bis wir ihn anklagten."
2384,2384,6574,-3,1,President Bush has taken -- he's the only president in history to do this.,"Präsident Bush ist der einzige Präsident in der Geschichte, der dies getan hat."
2385,2385,33884,-3,1,"But he also went after a disabled reporter, mocked and mimicked him on national television.",Aber er ist auch auf einen behinderten Reporter losgegangen und hat ihn im nationalen Fernsehen verhöhnt und nachgeäfft.
2386,2386,6333,-3,1,By the third grade many times children who were in the Head Start program aren't any better off than the others.,"In der dritten Klasse sind die Kinder, die am Head Start Programm teilgenommen haben, oft nicht besser dran als die anderen."
2387,2387,21380,-3,1,"He always talks about Arkansas having a balanced budget and they do, but he has a balanced budget amendment.","Er spricht immer davon, dass Arkansas einen ausgeglichenen Haushalt hat, und das haben sie auch, aber er hat einen Änderungsantrag zum ausgeglichenen Haushalt."
2388,2388,16769,-3,1,"For example, as I have said, we have added some four million jobs in the last seventeen months.","Wie ich bereits sagte, haben wir zum Beispiel in den letzten siebzehn Monaten etwa vier Millionen neue Arbeitsplätze geschaffen."
2389,2389,1458,-3,1,"In the last four months alone, five hundred thousand Americans have gone on the unemployment roll.",Allein in den letzten vier Monaten haben sich fünfhunderttausend Amerikaner arbeitslos gemeldet.
2390,2390,16615,-3,1,"The last year I was in office uh - our budget was - was actually less than it was a year before, uh which showed a great uh improvement.","Im letzten Jahr, in dem ich im Amt war, war unser Budget sogar niedriger als im Jahr zuvor, was eine große Verbesserung darstellte."
2391,2391,6981,-3,1,"The CBO said very clearly that if you were to adopt the president's plan, there would be a $2 trillion hole in Social Security, because today's workers pay in to the system for today's retirees.","Das CBO hat ganz klar gesagt, dass bei Annahme des Plans des Präsidenten ein Loch von 2 Billionen Dollar in der Sozialversicherung entstehen würde, weil die heutigen Arbeitnehmer für die heutigen Rentner in das System einzahlen."
2392,2392,1456,-3,1,We've got seven and a half million people out of jobs.,Wir haben siebeneinhalb Millionen Menschen ohne Arbeit.
2393,2393,24761,-3,1,"He failed to take on somebody else -- the malpractice suit people, those that bring these lawsuits against -- these frivolous trial lawyers' lawsuits that are running the costs of medical care up 25 to 50 billion.","Er hat es nicht geschafft, sich mit jemand anderem anzulegen - mit den Leuten, die diese Klagen gegen Kunstfehler einreichen - diese leichtfertigen Klagen von Prozessanwälten, die die Kosten für die medizinische Versorgung um 25 bis 50 Milliarden in die Höhe treiben."
2394,2394,3950,-3,1,"Number three, we've got to deal with Pakistan, because Al Qaida and the Taliban have safe havens in Pakistan, across the border in the northwest regions, and although, you know, under George Bush, with the support of Senator McCain, we've been giving them $10 billion over the last seven years, they have not done what needs to be done to get rid of those safe havens.","Drittens müssen wir uns mit Pakistan befassen, denn Al Qaida und die Taliban haben in Pakistan, jenseits der Grenze in den nordwestlichen Regionen, sichere Zufluchtsorte, und obwohl wir ihnen unter George Bush mit Unterstützung von Senator McCain in den letzten sieben Jahren 10 Milliarden Dollar zur Verfügung gestellt haben, haben sie nicht getan, was getan werden muss, um diese sicheren Zufluchtsorte zu beseitigen."
2395,2395,17858,-3,1,Today it is up a plus 4 percent.,Heute liegt er um 4 Prozent im Plus.
2396,2396,32215,-3,1,"And like I say, 20 million people now have health insurance.","Und wie gesagt, 20 Millionen Menschen sind jetzt krankenversichert."
2397,2397,2998,-3,1,Under the last Democratic administration 60 percent of all weapons that went into the Middle East were for Israel.,"Unter der letzten demokratischen Regierung waren 60 Prozent aller Waffen, die in den Nahen Osten geliefert wurden, für Israel bestimmt."
2398,2398,24408,-3,1,It is America that's in the lead in helping with humanitarian relief for Somalia.,"Es ist Amerika, das bei der humanitären Hilfe für Somalia eine führende Rolle spielt."
2399,2399,12130,-3,1,And Texas ranks 49th out of the 50 states in health care -- in children with health care.,Und Texas rangiert auf Platz 49 der 50 Bundesstaaten bei der Gesundheitsversorgung - bei Kindern mit Gesundheitsversorgung.
2400,2400,29241,-3,1,Five million people lost their homes.,Fünf Millionen Menschen verloren ihr Zuhause.
2401,2401,7096,-3,1,"Under President Bush, the middle class has seen their tax burden go up and the wealthiest's tax burden has gone down.","Unter Präsident Bush ist die Steuerlast der Mittelschicht gestiegen, während die Steuerlast der Reichsten gesunken ist."
2402,2402,25979,-3,1,"Well, they also know if they live in San Diego, Mr. President, if you're caught with 125 pounds of marijuana or less, you go back to Mexico.","Nun, sie wissen auch, dass sie in San Diego leben, Mr. President, wenn man mit 125 Pfund Marihuana oder weniger erwischt wird, geht man zurück nach Mexiko."
2403,2403,34059,-3,1,He said the Republican primary was rigged against him.,"Er sagte, die Vorwahlen der Republikaner seien gegen ihn manipuliert worden."
2404,2404,13658,-3,1,"And as far as what Mr. Bush says, he is the person who raised taxes on the middle class after saying he wouldn't.","Und was die Aussagen von Herrn Bush betrifft, so ist er derjenige, der die Steuern für die Mittelschicht erhöht hat, nachdem er gesagt hatte, dass er dies nicht tun würde."
2405,2405,18096,-3,1,"As a matter of fact, this is a global effort.",Tatsächlich handelt es sich um eine globale Anstrengung.
2406,2406,24847,-3,1,"And in the process, as a result of that will and that decision and that toughness, we now have ancient enemies talking peace in the Middle East.","Und als Ergebnis dieses Willens, dieser Entscheidung und dieser Härte haben wir jetzt alte Feinde, die über Frieden im Nahen Osten reden."
2407,2407,8551,-3,1,"Now, the reason the Eisenhower Administration has moved, the reason that we've had the funds, for example, locally to build the schools, and the hospitals, and the highways, to make the progress that we have, is because this Administration has encouraged individual enterprise; and it has resulted in the greatest expansion of the private sector of the economy that has ever been witnessed in an eight-year period.","Der Grund, warum sich die Eisenhower-Regierung bewegt hat, der Grund, warum wir zum Beispiel vor Ort die Mittel hatten, um die Schulen, die Krankenhäuser und die Autobahnen zu bauen, um den Fortschritt zu machen, den wir haben, ist, dass diese Regierung das individuelle Unternehmertum ermutigt hat; und das hat zu der größten Expansion des privaten Sektors der Wirtschaft geführt, die es je in einem Zeitraum von acht Jahren gegeben hat."
2408,2408,10927,-3,1,"If you've got health insurance, most of you have seen your premiums double over the last eight years.","Wenn Sie krankenversichert sind, haben sich die meisten von Ihnen in den letzten acht Jahren die Prämien verdoppelt."
2409,2409,33390,-3,1,"But it is clear, when you look at what Donald has been proposing, he started his campaign bashing immigrants, calling Mexican immigrants rapists and criminals and drug dealers, that he has a very different view about what we should do to deal with immigrants.","Aber wenn man sich anschaut, was Donald vorschlägt - er begann seinen Wahlkampf damit, Einwanderer zu beschimpfen, nannte mexikanische Einwanderer Vergewaltiger, Kriminelle und Drogenhändler -, dann wird klar, dass er eine ganz andere Meinung darüber hat, wie wir mit Einwanderern umgehen sollten."
2410,2410,11000,-3,1,"Number one, let me just repeat, if you've got a health care plan that you like, you can keep it.","Erstens: Wenn Sie eine Krankenversicherung haben, die Ihnen gefällt, können Sie sie behalten."
2411,2411,27709,-3,1,In Egypt we stood on the side of democracy.,In Ägypten standen wir auf der Seite der Demokratie.
2412,2412,28412,-3,1,"But if everyone here in this audience was dead on in the middle of the middle-class, then the tax cuts for every single one of you all added up would be less than the tax cut his plan would give to just one member of that top wealthiest 1%.","Aber wenn jeder hier im Publikum genau in der Mitte der Mittelklasse wäre, dann wären die Steuersenkungen für jeden einzelnen von Ihnen zusammengenommen weniger als die Steuersenkung, die sein Plan nur einem Mitglied des reichsten 1 % geben würde."
2413,2413,2875,-3,1,And his own uh - Office of Management and Budget testified that he had a $3 billion cut insurance added to the defense budget - defense budget under the pressure from the Pentagon.,"Und sein eigenes äh - Office of Management and Budget bezeugte, dass er eine 3 Milliarden Dollar Kürzungsversicherung zum Verteidigungshaushalt - Verteidigungshaushalt unter dem Druck des Pentagons hinzugefügt hatte."
2414,2414,16015,-3,1,He supported it at the National Governors Conference and I supported it in breaking a tie in a major compromise package and we got assailed by the Democrats in the election over that.,"Er hat sich auf der Nationalen Gouverneurskonferenz dafür eingesetzt, und ich habe mich dafür eingesetzt, als es darum ging, ein Unentschieden in einem großen Kompromisspaket zu brechen, und wir wurden von den Demokraten bei den Wahlen deswegen angegriffen."
2415,2415,23863,-3,1,Personal income has dropped while people have worked harder.,"Das persönliche Einkommen ist gesunken, während die Menschen härter gearbeitet haben."
2416,2416,12114,-3,1,"And to make health care more affordable, allow business associations like the National Federal of Independent Business or the Chamber of Commerce or the National Restaurant Association to write association plans across jurisdictional lines so that small businesses have got the capacity to have national pooling to drive the cost of insurance down.","Und um die Gesundheitsfürsorge erschwinglicher zu machen, sollten Unternehmensverbände wie die National Federal of Independent Business oder die Chamber of Commerce oder die National Restaurant Association die Möglichkeit erhalten, Verbandspläne über Ländergrenzen hinweg zu erstellen, damit kleine Unternehmen die Möglichkeit haben, sich auf nationaler Ebene zusammenzuschließen, um die Versicherungskosten zu senken."
2417,2417,5805,-3,1,"So the fact is that Senator Obama is spending unprecedented -- unprecedented in the history of American politics, going back to the beginning, amounts of money in negative attack ads on me.","Tatsache ist, dass Senator Obama so viel Geld wie nie zuvor in der Geschichte der amerikanischen Politik für Negativwerbung gegen mich ausgibt, und zwar seit den Anfängen."
2418,2418,15247,-3,1,"But 32 of those have given up and canceled their plans to build, and again, because Government regulations and permits, and so forth, take - make it take - more than twice as long to build a nuclear plant in the United States as it does to build one in Japan or in Western Europe.","Aber 32 von ihnen haben aufgegeben und ihre Baupläne aufgegeben, und das wiederum, weil die staatlichen Vorschriften und Genehmigungen usw. den Bau eines Kernkraftwerks in den Vereinigten Staaten mehr als doppelt so lange dauern lassen wie in Japan oder Westeuropa."
2419,2419,19868,-3,1,That's one of the big reasons I vetoed it.,"Das ist einer der Hauptgründe, warum ich mein Veto eingelegt habe."
2420,2420,1384,-3,1,"Civil rights - uh has been confirmed by the Burger Court, hasn't been uh - reversed, and I don't think there's any inclination to reverse those basic decisions.","Die Bürgerrechte wurden vom Burger Court bestätigt und nicht aufgehoben, und ich glaube nicht, dass es eine Tendenz gibt, diese grundlegenden Entscheidungen rückgängig zu machen."
2421,2421,25824,-3,1,"17 new taxes, spend 1.5 trillion dollars, 50 new bureaucracies.","17 neue Steuern, 1,5 Billionen Dollar ausgeben, 50 neue Bürokratien."
2422,2422,17088,-3,1,"As a matter of fact, it is the economic recovery program that we presented when I took office in 1981.","Es handelt sich dabei um das Konjunkturprogramm, das wir bei meinem Amtsantritt 1981 vorgelegt haben."
2423,2423,14421,-3,1,Several government departments -- several -- had information that he was converting our aid to military purposes and trying to develop weapons of mass destruction.,"Mehrere Regierungsstellen - mehrere - hatten Informationen, dass er unsere Hilfe für militärische Zwecke nutzte und versuchte, Massenvernichtungswaffen zu entwickeln."
2424,2424,18052,-3,1,"And it wasn't until former Secretary of State Jim Baker and General Scowcroft and others pushed publicly and said you've got to go to the U.N., that the president finally changed his mind -- his campaign has a word for that -- and went to the United Nations.","Und erst als der ehemalige Außenminister Jim Baker und General Scowcroft und andere öffentlich darauf drängten und sagten, man müsse zu den Vereinten Nationen gehen, änderte der Präsident schließlich seine Meinung - seine Kampagne hat ein Wort dafür - und ging zu den Vereinten Nationen."
2425,2425,27267,-3,1,New business formation is down to the lowest level in 30 years under this administration.,Die Zahl der Unternehmensgründungen ist unter dieser Regierung auf den niedrigsten Stand seit 30 Jahren gesunken.
2426,2426,23853,-3,1,"My state now ranks first in the country in job growth this year, fourth in income growth, fourth in reduction of poverty, third in overall economic performance, according to a major news magazine.","Laut einem großen Nachrichtenmagazin steht mein Bundesstaat in diesem Jahr an erster Stelle beim Beschäftigungswachstum, an vierter Stelle beim Einkommenswachstum, an vierter Stelle bei der Verringerung der Armut und an dritter Stelle bei der wirtschaftlichen Gesamtleistung."
2427,2427,2869,-3,1,"As a matter of fact, uh - I've never advocated any cut of $15 billion in our defense budget.",In der Tat habe ich nie eine Kürzung unseres Verteidigungshaushalts um 15 Milliarden Dollar befürwortet.
2428,2428,3384,-3,1,Not a single young American today is fighting or dying on any foreign battlefield.,Kein einziger junger Amerikaner kämpft oder stirbt heute auf irgendeinem ausländischen Schlachtfeld.
2429,2429,29443,-3,1,"Republicans and Democrats agree that this should be done, $2.5 trillion.","Republikaner und Demokraten sind sich einig, dass 2,5 Billionen Dollar ausgegeben werden sollten."
2430,2430,27665,-3,1,"No, it's not time to divorce a nation on Earth that has 100 nuclear weapons and is on the way to double that at some point, a nation that has serious threats from terrorist groups within its nation, as I indicated before, the Taliban, Haqqani Network.","Nein, es ist nicht an der Zeit, sich von einer Nation zu trennen, die über 100 Atomwaffen verfügt und auf dem Weg ist, diese Zahl irgendwann zu verdoppeln, einer Nation, die ernsthafte Bedrohungen durch terroristische Gruppen innerhalb ihres Landes hat, wie ich bereits sagte, die Taliban, das Haqqani-Netzwerk."
2431,2431,13485,-3,1,"But now we find that the countries of Europe for example, that we have aided, and Japan, that we've aided in the Far East; these countries - some our former enemies, have now recovered completely.","Aber jetzt stellen wir fest, dass sich zum Beispiel die europäischen Länder, denen wir geholfen haben, und Japan, das wir im Fernen Osten unterstützt haben, diese Länder - einige unserer früheren Feinde - jetzt vollständig erholt haben."
2432,2432,13716,-3,1,We dramatically increased investment and our jobs are growing.,Wir haben die Investitionen drastisch erhöht und unsere Arbeitsplätze wachsen.
2433,2433,16867,-3,1,"I understand that Governor Carter, when he was Governor of Georgia, vetoed between thirty-five and forty bills a year.","Soweit ich weiß, hat Gouverneur Carter, als er Gouverneur von Georgia war, jedes Jahr zwischen fünfunddreißig und vierzig Gesetzesvorlagen mit einem Veto belegt."
2434,2434,12252,-3,1,We reduced our industrial waste by 11%.,Wir haben unsere Industrieabfälle um 11 % reduziert.
2435,2435,32380,-3,1,"The Border Patrol agents, 16,500, just recently endorsed me, and they endorsed me because I understand the border.","Die 16.500 Grenzschutzbeamten haben mich erst kürzlich unterstützt, und zwar, weil ich die Grenze verstehe."
2436,2436,17123,-3,1,It was $200 billion deficit instead.,Stattdessen war es ein Defizit von 200 Milliarden Dollar.
2437,2437,10875,-3,1,"The same way the computer was originally invented by a bunch of government scientists who were trying to figure out, for defense purposes, how to communicate, we've got to understand that this is a national security issue, as well.","Genauso wie der Computer ursprünglich von einer Gruppe von Wissenschaftlern der Regierung erfunden wurde, die zu Verteidigungszwecken herausfinden wollten, wie man kommunizieren kann, müssen wir verstehen, dass dies auch eine Frage der nationalen Sicherheit ist."
2438,2438,34247,-3,1,"And a lot of this is because of Hillary Clinton, because what's happened is, by fighting Assad, who turned out to be a lot tougher than she thought, and now she's going to say, oh, he loves Assad, she's -- he's just much tougher and much smarter than her and Obama.","Und das liegt zum großen Teil an Hillary Clinton, denn sie hat Assad bekämpft, der sich als viel zäher erwiesen hat, als sie dachte, und jetzt wird sie sagen, oh, er liebt Assad, sie ist - er ist einfach viel zäher und viel klüger als sie und Obama."
2439,2439,29953,-3,1,"You were after him, you were trying to -- you even sent out or your campaign sent out pictures of him in a certain garb, very famous pictures.","Sie waren hinter ihm her, Sie haben versucht - Sie haben sogar Bilder von ihm in einem bestimmten Gewand verschickt, sehr berühmte Bilder, oder Ihre Kampagne hat Bilder von ihm verschickt."
2440,2440,17659,-3,1,"So, there are a host of other figures that reveal that the grant programs are greater than they have ever been, taking care of more people than they ever have.","Es gibt also eine ganze Reihe anderer Zahlen, die zeigen, dass die Zuschussprogramme umfangreicher sind als je zuvor und mehr Menschen versorgen als je zuvor."
2441,2441,20102,-3,1,"I said that our economic plan would produce eight million jobs, we have ten and a half million new jobs.","Ich habe gesagt, dass unser Wirtschaftsplan acht Millionen Arbeitsplätze schaffen würde, wir haben zehneinhalb Millionen neue Arbeitsplätze."
2442,2442,23414,-3,1,I have a plan to cover those folks.,"Ich habe einen Plan, um diese Leute zu schützen."
2443,2443,14396,-3,1,"We've never let the Congress and the Foreign Relations, Senate Intelligence Committees see them.",Wir haben sie dem Kongress und den Ausschüssen für auswärtige Beziehungen und den Geheimdienstausschüssen des Senats nie zugänglich gemacht.
2444,2444,13130,-3,1,Mr. Nixon suggests uh - that the United States should go to war if these two islands are attacked.,"Mr. Nixon schlägt vor, dass die Vereinigten Staaten in den Krieg ziehen sollten, wenn diese beiden Inseln angegriffen werden."
2445,2445,33888,-3,1,"He went after a federal judge, born in Indiana, but who Donald said couldn't be trusted to try the fraud and racketeering case against Trump University because his parents were Mexican.","Er hatte es auf einen Bundesrichter abgesehen, der in Indiana geboren wurde, dem Donald aber nicht zutraute, den Betrugs- und Erpressungsfall gegen die Trump University zu beurteilen, weil seine Eltern Mexikaner waren."
2446,2446,10555,-3,1,"Now, with respect to Fannie Mae, what Senator McCain didn't mention is the fact that this bill that he talked about wasn't his own bill.","Was Senator McCain in Bezug auf Fannie Mae nicht erwähnt hat, ist die Tatsache, dass dieser Gesetzentwurf, über den er sprach, nicht sein eigener Gesetzentwurf war."
